permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA190439,PITTSBURGH INTERNATINOAL AIRPORT HANGER 7,1000 AIRPORT BLVD,MOON,15231,850,CC:  001887-05889,942,"REMOVE 2ND FLOOR OFFICE AND HALL MASTIC, OFFICE WINDOW PUTTY AND MEN'S & WOMEN'S BATHROOM AND KITCHEN LINOLEUM",1670,f,7/11/19,8/15/19,2,f,f,8/15/19,RENOVATION,40.4957167,-80.2414884
PAA190441,CHATHAM UNIVERSITY EDEN HALL CAMPUS,6035 RIDGE RD,RICHLAND,15044,200,1536,901,REMOVE PIPE INSULATINO AND FITTINGS AND BOILER CAULKING IN BASEMENT,162,f,7/11/19,7/8/20,2,f,f,7/8/20,RENOVATION,40.663748,-79.9558303
PAA190443,VACANT RESIDENCE,1510  GARFIELD AVE,PITTSBURGH,15212,850,78318,931,,0,f,7/1/19,6/30/20,8,f,f,6/30/20,RENOVATION,40.4578072,-80.0121077
PAA190449,ALLEGHENY BUILDING,429 FORBES AVE,PITTSBURGH,15219,200,1329,941,REMOVE TAR INSULATION FROM ELEVATOR CAB INSULATOR SUB BASEMENT TO 1ST FLOOR & PIPE FITTINGS ON 1ST FLOOR PIPE NEXT TO CAB,241,f,7/8/19,8/23/19,2,f,f,8/23/19,RENOVATION,40.4391836,-79.9978319
PAA190450,MERCY HOSPITAL - 1ST FLOOR RADIOGRAPHY,1400 LOCUST ST,PITTSBURGH,15219,450,1328,940,"REMOVE FLOOR COVERING, EPOXY, & FLOOR MASTIC (PHASE 2)",1600,t,7/11/19,7/30/19,2,f,f,7/30/19,RENOVATION,40.4362085,-79.9856207
PAA190451,CMU HUNT LIBRARY,5000 FORBES AVE,PITTSBURGH,15213,450,1537,901,REMOVE FLOOR TILE AND MASTIC FROM ROOM 406,400,t,7/10/19,9/27/19,2,f,f,9/27/19,RENOVATION,40.4441647,-79.9433725
PAA190452,GERBER BUILDING,724 S NEGLEY AVE,PITTSBURGH,15232,1550,19485,902,REMOVE MAIN ROOFING,5569,t,7/11/19,11/1/19,2,f,f,11/1/19,RENOVATION,40.4525255,-79.9314629
PAA190454,VACANT OFFICE,209  9TH ST,PITTSBURGH,15222,200,1538,901,REMOVE PLASTER FROM WALLS & CEILINGS ON ALL FLOORS,62750,f,7/5/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.443487,-79.997933
PAA190458,WEST PENN HOSPITAL - PHARMACY - 1 WEST,4800 FRIENDSHIP AVE,PITTSBURGH,15224,450,4522,905,REMOVE MASTIC FROM OFFICES 1125 AND 1126,750,t,7/10/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.4614529,-79.9463637
PAA190459,WEST PENN HOSPITAL - SCHOOL OF NURSING,4800 FRIENDSHIP AVE,PITTSBURGH,15224,850,4253,905,REMOVE VAT/MASTIC FROM BASEMENT,1700,t,7/10/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.4614529,-79.9463637
PAA190468,UPMC PASSAVANT HOSPITAL - 9100 BABCOCK BOULEVARD,,PITTSBURGH,15237,200,1330,940,"REMOVE T BUILDING, SUITE 2110 FLOOR TILE AND MASTIC",560,t,7/15/19,7/31/19,2,f,f,7/31/19,RENOVATION,40.5610745,-80.0394123
PAA190469,UOP THACKERAY HALL - 166 THACKERAY AVENUE,,PITTSBURGH,15213,850,1008,940,"REMOVE FLOOR TILE AND MASTIC FROM 1ST FLOOR ROOM 145 AND 3RD FLOOR ROOM S 30, 301 & 302",1952,t,7/15/19,9/30/19,2,f,f,9/30/19,RENOVATION,40.4379259,-79.9556424
PAA190470,RIVERVIEW TOWERS,52  GARETTA ST,PITTSBURGH,15217,200,17846,931,REMOVE METAL PANEL CAULKING UNER ALL EXTERIOR WINDOWS,400,f,7/8/19,5/30/20,2,f,f,5/30/20,RENOVATION,40.4136926,-79.92169
PAA190477,"WB-454, PA TURNPIKE BRIDGE - MILEPOST 53.66",,PLUM,15239,450,4526,905,REMOVE TRANSITE PIPE TURNPIKE ROW (UNDERGROUND ABANDONED WATER LINE),840,f,7/12/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.4909423,-79.7287703
PAA192001,UNIVERSITY OF PITTSBURGH O&M - 3412 FORBES AVENUE,,PITTSBURGH,15219,850,4436,905,REMOVE VARIOUS ITEMS FROM VARIOUS BUILDINGS THROUGHOUT THE CAMPUS,160,t,1/3/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.440368,-79.9836108
PAA192002,US STEEL TOWER VARIOUS 2019 O&M,600 GRANT ST,PITTSBURGH,15219,850,5264,908,REMOVE VARIOUS MATERIALS THROUGHOUT THE BUILDING,160,t,1/3/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4414139,-79.9947082
PAA192003,"ALLEGHENY COUNTY O&M CIY COUNTY, COUNTY OFFICE COURTHOUSE",414 GRANT ST,PITTSBURGH,15219,850,4521,911,"REMOVE PIPE & FITTINGS, FLOOR TILE/MASTIC & PLASTER THROUGHOUT",160,t,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4382355,-79.9966742
PAA192004,USS CLAIRTON WORKS - ANNUAL BLANKET NOTIFICATION - O&M,400 STATE ST,CLAIRTON,15025,850,28900,946,"REMOVE TSI, MASTIC, GASKET & MSCELLANEOUS PLANTWIDE",9000,t,1/2/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.2940921,-79.8728393
PAA192005,EDGAR THOMSON WORKS ANNUAL O&M NOTIFICATIONS,1300 BRADDOCK AVE,BRADDOCK,15104,850,28902,946,"REMOVE TSI, MASTIC, GASKET & MISCELLANEOUS PLANTWIDE",2000,t,1/2/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.3971281,-79.8593594
PAA192006,USS IRVIN WORKS - ANNUAL O&M NOTIFICATION - PO BOX 878,,DRAVOSBURG,15034,850,28901,946,"REMOVE TSI, MASTIC, GASKETS, & MISCELLANEOUS PLANTWIDE",2000,t,1/2/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.351279,-79.8884819
PAA192007,UNIV OF PGH APPLIED RESEARCH CTR - 3170 WILIAM PITT WAY,,HARMAR,15024,850,20933,941,"REMOVE FLOOR TILE/MASTIC, PIPE INSULATION, TRANSITE, & SPRAY ON INSULATION THROUGHOUT",149,t,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.545741,-79.8352767
PAA192010,DUQUESNE LIGHT COMPANY O&M,2833 NEW BEAVER AVE,PITTSBURGH,15233,850,12553,918,REMOVE ARC PROOF TAPE & CEMENT FROM VARIOUSE MANHOLES & VAULTS AND WIRE COVERING FROM VARIOUS SUBSTATIONS,4500,f,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4674278,-80.037806
PAA192012,UPMC MCKEESPORT HOSPITAL O&M,1500 5TH AVE,MCKEESPORT,15132,850,5201,940,"REMOVE FLOOR TILE, MASTIC, TSI, ROOFING, LINOLEUM THROUGHOUT",160,t,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.3510349,-79.8490186
PAA192014,UPMC PASSAVANT HOSPITAL O&M - 9100 BABCOCK BLVD,,PITTSBURGH,15237,850,5202,940,"REMOVE FLOOR TILE, MASTIC, TSI, ROOFING, LINOLEUM & FIREPROOFING THROUGHOUT",160,t,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.5610745,-80.0394123
PAA192015,PGH PUBLIC SCHOOLS - VARIOUS SCHOOLS O&M,1305 MURIEL ST,PITTSBURGH,15203,850,7744,921,"REMOVE PLASTER, VAT, MASTIC, ROOFING, PIPE INSULATION & FITTINGS, DUCT INSULATION & SEAM TAPE, TRANSITE, GLUE DOTS, WINDOW CAULKING, FIRE PROOFING, ACOUSTICAL SPRAY ON CEILING TILE & CEMENT CAP IN VARIOUS LOCATIONS THORUGHOUT VARIOUS SCHOOLS",159,t,1/3/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4304572,-79.9847468
PAA192016,ENERGY CENTER PITTSBURGH O&M,111 S COMMONS ST,PITTSBURGH,15212,850,4447,905,REMOVE VARIOUS MATERIALS ON BOTH FLOORS,160,t,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4502772,-80.0052046
PAA192017,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,2022108,919,"REMOVE FLOOR TILE, MASTIC, PIPE LAGGING, ROOFING, TRANSITE, GALBESTOS, CAULKING, GASKETS, DRIP TAPE, JOINT COMPOUND, STAIR TREADS, PACKINGS, BRAKES, DUCT SEAL AND WIRING & ELECTRCAL COMPONENTS",160,t,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.3560891,-79.8997901
PAA192018,BETTIS ATOMIC POWER LABORATORY O&M,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,2022108,906,"REMOVE FLOOR TILE, MASTIC, PIPE LAGGING, ROOFING, TRANSITE, GALBESTOS, CAULKING, GASKETS, DRIP TAPE, JOINT COMPOUND, STAIR TREADS, PACKINGS, BRAKES, DUCT SEAL AND WIRING & ELECTRCAL COMPONENTS",160,t,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.3560891,-79.8997901
PAA192020,VERIZON 7TH AVE 2019 O&M - 416 SEVENTH AVE,,PITTSBURGH,15222,850,5270,908,"REMOVE PIPE INSULATION, FLOOR TILE, CAULKING, DUCT INSULATION AND MASTIC THROUGHOUT BUILDING",160,t,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4475255,-79.9933976
PAA192021,VERIZON VARIOUS BLDGS 2019 O&M - 15 E MONTGOMERY AVE,,PITTSBURGH,15212,850,5271,908,"REMOVE PIPE INSULATION, FLOOR TILE, DUCT INSULATION, ROOFING, TRANSITE PANELS, CAULKING AND OTHER MISCELLANEOUS MATERIAL THROUGHOUT VARIOS AREAS IN VARIOUS BUILDINGS",160,f,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4828051,-80.0367259
PAA192024,US STEEL - CLAIRTON WORKS O&M,400 STATE ST,CLAIRTON,15025,850,11267,949,REMOVE MASTIC PAINT FROM DISMANTLED SECTIONS OF COKE OVEN GAS PIPELING,500,t,1/1/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.2940921,-79.8728393
PAA192032,NEVILLE CHEMICAL COMPANY 2019 O&M,2800 NEVILLE RD,NEVILLE,15225,850,18878,902,"REMOVE TSI, FLOOR TILE & MASTIC, TRANSITE & GASKET THROUGHOUT FACILITY",160,t,1/4/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.5021565,-80.1012757
PAA192033,UPMC MERCY 2019 O&M,1400 LOCUST ST,PITTSBURGH,15219,850,5275,908,"REMOVE FLOOR TILE, PIPE INSULATION & FITTINGS THROUGHOUT UPMC MERCY HOSPITAL AND UPMC MERCY HEALTH CENTER",160,t,1/8/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4362085,-79.9856207
PAA192034,CARNEGIE MELLON UNIVERSITY O&M,5000 FORBES AVE,PITTSBURGH,15213,850,1347,901,"REMOVE PITE INS & FITTINGS, FLOOR TILE & MASTIC, TRANSITE, CEILING/WALL PLASTER AND MISCELLANEOUS MATERIALS THROUGHOUT THE CAMPUS",160,t,1/8/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4441647,-79.9433725
PAA192045,JEFFERSON HOSPITAL - O&M,565 COAL VALLEY RD,JEFFERSON HILLS,15025,850,5286,908,"REMOVE FLOOR TILE, PIPE INSULATION & FITTINGS THROUGHOUT THE BUILDING",160,t,1/18/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.3184396,-79.9334877
PAA192046,UPMC ANNUAL PERMIT - O&M,,PITTSBURGH,15213,850,5271,940,"REMOVE FLOOR TILE/LINOLEUM, FLOOR MASTIC, TSI, ROOFING & FIREPROOFING, IN VARIOUS BUILDINGS",160,t,1/21/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4379259,-79.9556424
PAA192047,OMNI WILLIAM PENN HOTEL O&M,530 WILLIAM PENN PL,PITTSBURGH,15219,850,4453,905,REMOVE VARIOUS MATERIALS THROUGHOUT THE OMNI HOTEL,160,t,1/18/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.440592,-79.996589
PAA192051,"PPG INDUSTRIES, INC 2019 O&M",440 COLLEGE PARK DR,MONROEVILLE,15146,850,18915,902,"REMOVE FLOOR TILE/MASTIC, PIPE INSULATION, MUDDED FITTINGS, FIREPROOFING, TRANSITE & LAB TOPS THROUGHOUT BUILDING",160,t,1/22/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.446669,-79.733191
PAA192058,ASHLAND CHEMICAL 0&M,2650  NEVILLE RD,NEVILLE,15225,850,12697,908,"REMOVE MISCELLANEOUS MATERIALS THORUGHOUT OFFICES AND LABORATORIES, THERMAL SYSTEM INSULATION THROUGHOUT OFFICES, LABS, TANKS & PIPE RACKS AND SURFACING THROUGHOUT OFFICES AND LABORATORIES",160,t,1/23/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.502182,-80.1021048
PAA192059,CHAMBER OF COMMERCE BLDG O&M,411  7TH AVE,PITTSBURGH,15219,850,12696,940,REMOVE THERMAL SYSTEM AND MISCELLANEOUS MATERIALS THROUGHOUT BUILDING,160,t,1/24/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4428627,-79.996412
PAA192060,NOVA PLACE TOWER 2 & MAIN CONCOURSE O&M,100 S COMMONS ST,PITTSBURGH,15212,850,211,941,"REMOVE FLOOR TILE, FLOOR MASTIC, PIPE LAGGING & FIREPROOFING FROM VARIOUS LOCATIONS THROUGHOUT",160,t,1/22/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4511937,-80.0047559
PAA192067,DUQUESNE UNIVERSITY O&M,600 FORBES AVE,PITTSBURGH,15219,850,333877,912,"REMOVE FLOOR TILE, MASTIC, CEILING/WALL PLASTER, FIRE PROOFING, THEMAL INSULATION & TRANSITE PANELS FROM VARIOUS LOCATIONS THROUGHOUT THE BUILDINGS",160,t,1/21/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4386696,-79.9944656
PAA192075,THE DUQUESNE CLUB O&M,325  6TH AVE,PITTSBURGH,15222,850,47459,903,"REMOVE PIPE INSULATION, DUCT INSULATION, & PLASTER AS REQUIRED THROUGHOUT BUILDING",160,t,2/5/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.44218,-79.998442
PAA192078,K&L GATES CENTER O&M,210 6TH AVE,PITTSBURGH,15222,850,5519,940,"REMOVE FLOOR TILE, PIPE INSULATION & APPLIED FIREPROOFING FROM VARIOUS FLOORS",160,t,3/22/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4420432,-80.0001254
PAA192114,AHN SUBURBAN GENERAL HOSPITAL O&M,100 S JACKSON AVE,PITTSBURGH,15202,850,407384,929,"REMOVE VCT, BLACK MASTIC, FIRE PROOFING & SHEET FLOORING IN ALL AREAS OF THE HOSPITAL",160,f,2/20/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.495015,-80.0603901
PAA192115,AHN JEFFERSON HOSPITAL O&M,565 COAL VALLEY RD,JEFFERSON HILLS,15025,850,407384,929,"REMOVE VCT, BLACK MASTIC, FIRE PROOFING & SHEET FLOORING FROM ALL AREAS OF THE HOSPITAL",160,t,2/20/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.3184396,-79.9334877
PAA192116,AHN ALLEGHENY GENERAL HOSPITAL O&M,320 E NORTH AVE,PITTSBURGH,15212,850,407384,929,"REMOVE VCT, BLACK MASTIC, FIRE PROOFING & SHEET FLOORING FROM ALL AREAS OF THE HOSPITAL",160,t,2/20/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4574469,-80.0032706
PAA192117,AHN ALLEGHENY VALLEY HOSPITAL O&M,1301 CARLISLE ST,FAWN,15065,850,407384,929,"REMOVE VCT, BLACK MASTIC, FIRE PROOFING & SHEET FLOORING IN ALL AREAS OF HOSPITAL",160,t,2/20/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.618767,-79.736921
PAA192159,UNION TRUST BUILDING O&M,501  GRANT ST,PITTSBURGH,15219,850,5329,908,REMOVE PIPE INSULATION; FLOOR TILE/MASTIC; ACOUSTICAL PLASTER; PIPE FITTINGS; FIREPROOFING; & TRANSITE THROUGHOUT BUIDLING,160,t,3/12/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4397355,-79.9971547
PAA192171,UPMC SHADYSIDE? HOSPITAL O&M,5230 CENTRE AVE,PITTSBURGH,15232,850,5272,940,"REMOVE FLOOR TILE, MASTIC, TSI, ROOFING & LINOLEUM THROUGHT BUILDING",160,t,3/19/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4548396,-79.9391194
PAA192228,CARNEGIE MELLON UNIVERSITY - O&M,5000 FORBES AVE,PITTSBURGH,15213,850,19242,902,"REMOVE FLOOR TILE/MASTIS, PIPE & FITTING INSULATION, ROOFING, TRANSITE, CEILING/WALL PLASTER, FIREPROOFING, DUCT WRAP & BOILER INSULATION IN VARIOUS AREAS",160,t,4/29/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4441647,-79.9433725
PAA192335,"STANDARD FORGED PRODUCTS, LLC 2019 O&MN",75 NICHOL AVE,MCKEES ROCKS,15136,850,4527493,941,VAROIUS UBIQUITOUS MATERIALS THROUGHOUT THE BUILDING REPORTED DURING THE QUARTERLY O&M REPORT,165,t,5/31/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.4823036,-80.065283
PAA192381,DUQUESNE LIGHT O&M - VARIOUS LOCATIONS,2835  BEAVER AVE,PITTSBURGH,15233,850,CC 06363,942,REMOVE VAIROUS MATERIALS IN VARIOUS LOCATIONS IN VARIOUS SUBSTATIONS,160,t,6/13/19,12/31/19,3,f,f,12/31/19,RENOVATION,40.4660998,-80.0371189
PAA194026,"7051 HAMILTON AVENUE - PITTSBRGH, PA 15208",,PITTSBURGH,15208,450,16612,931,REMOVE ROOF TAR,400,t,1/7/19,1/7/20,2,t,f,1/7/20,DEMOLITION,40.4509149,-79.9024779
PAA194027,VACANT BAR,7001  HAMILTON AVE,PITTSBURGH,15208,850,16612,931,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,2000,f,1/7/19,1/7/20,2,t,f,1/7/20,DEMOLITION,40.4557965,-79.9019968
PAA194028,4 W NORTH AVENUE,,PITTSBURGH,15212,850,7746,921,"REMOVE CAULKING, FLASHING & ROOFING",1500,f,1/9/19,1/8/20,2,t,f,1/8/20,DEMOLITION,40.4828051,-80.0367259
PAA194029,VACANT COMMERCIAL BUILDING,6 W NORTH AVE,PITTSBURGH,15212,850,7746,921,"REMOVE CAULKING, GLAZING & ROOFING",1500,f,1/9/19,1/8/20,2,t,f,1/8/20,DEMOLITION,40.4556512,-80.0070379
PAA194030,VACANT COMMERCIAL BUILDING,8 W NORTH AVE,PITTSBURGH,15212,850,7746,921,"REMOVE WINDOW CAULK, FLUE PIPE & FLASHING",1500,f,1/9/19,1/8/20,2,t,f,1/8/20,DEMOLITION,40.4555968,-80.0071366
PAA194074,VACANT RESIDENCE,1939  SEDGWICK ST,PITTSBURGH,15212,850,16757,931,"REMOVE FLOOR TILE IN KITCHEN AND DINING ROOM, BROWN STAIR TRED IN STAIRWELL TO 2ND FLOOR AND ROOFING MATERIALS AND TAR FROM ROOF",1700,f,1/31/19,1/31/20,2,t,f,1/31/20,DEMOLITION,40.4599291,-80.0243455
PAA194100,VACANT RESIDENCE,1707  MCCLURE ST,HOMESTEAD,15120,350,10033404,915,REMOVE WINDOW GLAZING FROM BSM/LIVING ROOM AND SEAM TAPE FROM DUCT WORK,180,f,2/22/19,12/31/19,3,t,f,12/31/19,DEMOLITION,40.4024057,-79.9017235
PAA194101,VACANT RESIDENCE,354 W 11TH AVE,HOMESTEAD,15120,350,10033404,915,DEMO IN PLACE,2500,f,2/16/19,12/31/19,2,t,f,12/31/19,DEMOLITION,40.4016854,-79.9129894
PAA194102,VACANT RESIDENCE,201 W 13TH AVE,HOMESTEAD,15120,350,10033404,915,REMOVE 9X9 FLOOR TILE FROM B.R./BEDROOM 3 AND 12X12 FLOOR TILE AND WINDOW CAULKING FROM BSM KITCHEN,240,f,2/22/19,12/31/19,3,t,f,12/31/19,DEMOLITION,40.4021008,-79.9098063
PAA194103,VACANT RESIDENCE,245 E 20TH AVE,HOMESTEAD,15120,350,10033404,915,REMOVE 12X12 FLOOR TILE FROM KITCHEN & BEDROOM,650,f,2/22/19,12/31/19,3,t,f,12/31/19,DEMOLITION,40.400465,-79.9008379
PAA194104,VACANT RESIDENCE,356 W 11TH AVE,HOMESTEAD,15120,350,10033404,915,DEMO IN PLACE,2500,f,2/16/19,12/31/19,2,t,f,12/31/19,DEMOLITION,40.4015569,-79.9128879
PAA194105,VACANT RESIDENCE,107 W 13TH AVE,HOMESTEAD,15120,350,10033404,915,DEMO IN PLACE,2500,f,2/16/19,12/31/19,2,t,f,12/31/19,DEMOLITION,40.403065,-79.908778
PAA194126,VACANT RETAIL/APARTMENTS,601  BALDRIDGE AVE,BRADDOCK,15104,350,7516,921,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,3500,f,3/5/19,3/4/20,2,t,f,3/4/20,DEMOLITION,40.4056351,-79.8633053
PAA194148,VACANT RESIDENCE,533  NORTH AVE,MILLVALE,15209,350,7525,921,DEMOLISH BUILDING WITHIN AN EXTERIOR REGULATED WORK AREA AS PER EMERGENCY ORDER OF MUNICIPALITY,1536,f,3/7/19,3/6/20,2,t,f,3/6/20,DEMOLITION,40.4846249,-79.9731346
PAA194165,VACANT RESIDENCE,1716  MURDOUGH ST,BRADDOCK,15104,350,7534,921,DEMOLISH BUILDING WITHIN AN EXTERIOR REGULATED WORK AREA AS PER EMERGENCY ORDER OF MUNICIPALITY,1504,f,3/13/19,3/12/20,3,t,f,3/12/20,DEMOLITION,40.3989199,-79.8417321
PAA194166,HOMEWOOD SCHOOL,7100 HAMILTON AVE,PITTSBURGH,15208,1850,7522,921,SEE ATTACHED FOR THE LIST OF MATERIALS TO BE REMOVED,12487,f,3/27/19,3/26/20,2,t,f,3/26/20,DEMOLITION,40.4546642,-79.899407
PAA194182,FORMER JAISON'S DEPARTMENT STORE,215  5TH AVE,MCKEESPORT,15132,1550,19159,902,"REMOVE PIPE & FITTING INSULATION ON THE PERIMETER PIPE CHASES ON THE 1ST, 2ND, & 3RD FLOOR, FLOOR TILE & MASTIC THROUGHOUT BASEMENT, & FLOOR TILE ON 2ND FLOOR",5660,t,4/4/19,12/31/19,2,f,t,5/31/19,DEMOLITION,40.3511711,-79.8658162
PAA194215,VACANT RESIDENCE,122  ROSSMORE ST,CHALFANT,15112,350,3754,956,REMOVE EXTERIOR WINDO & DOOR CAULKING; ROOFING & CHIMNEY FLASHING; & PALSTER ON 2ND FLOOR,3528,f,4/29/19,7/30/19,2,t,f,7/30/19,DEMOLITION,40.4081433,-79.8394753
PAA194280,VACANT RESIDNECE,883  LARIMER AVE,TURTLE CREEK,15145,350,19301,902,REMOVE STAIR TREADS FROM BASEMENT STAIRS SHEET FLOORING FROM KITCHEN AND ENTRYWAY AND EXTERIOR EWINDOW CAULKING,574,f,5/21/19,7/26/19,2,t,f,7/26/19,DEMOLITION,40.4186094,-79.819716
PAA194281,VACANT RESIDENCE,915  LARIMER AVE,TURTLE CREEK,15145,350,19300,902,"REMOVE EXTERIOR TRANSITE PANELS, SHEET FLOORING FROM 1ST FLOOR KITCHEN AND EXTERIOR WINDOW CAULKING",1624,f,5/21/19,7/26/19,2,t,f,7/26/19,DEMOLITION,40.420195,-79.8179321
PAA194317,VACANT OFFICES,1105  PITTSBURGH ST,CHESWICK,15024,450,19321,902,REMOVE FLOOR TILE FROM 1ST FLOR REAR IN TWO-STORY PORTION OF BUILDING (SOUTHEAST),560,f,5/31/19,8/2/19,2,t,f,8/2/19,DEMOLITION,40.541262,-79.8058382
PAA194329,VACANT RESIDENCE,52  CHURCH ST,ELIZABETH TOWNSHIP,15037,350,19349,902,REMOVE FLOOR TILE FROM APARTMENT 1 KITCHEN AND BATHROOM,950,f,6/6/19,7/26/19,2,t,f,7/26/19,DEMOLITION,40.276288,-79.8831672
PAA194330,VACANT RESIDENCE - 2609 SOUTH BRADDOCK AVENUE,,PITTSBURGH,15216,350,7535,921,REMOVE VINYL SHEET FOORING FROM KITCHEN AND BASEMENT STAIRWELL,200,f,6/6/19,6/5/20,2,f,f,6/5/20,DEMOLITION,40.3929691,-80.0479039
PAA194331,VACANT RESIDENCE,2109  MONONGAHELA AVE,PITTSBURGH,15218,350,7532,921,REMOVE PLASTER THROUGHOUT & 12X12 VINYL FLOOR TILE,10072,f,6/6/19,6/5/20,2,f,f,6/5/20,DEMOLITION,40.4180516,-79.8877878
PAA194332,VACANT TRIPLEX RESIDENCE - 2113-2115 HUDSON STREET,2113  HUDSON ST,PITTSBURGH,15218,350,7529,921,"REMOVE PLASTER FROM 2113 HUDSON, 12X12 VINYL FLOOR TILE 2113 HUDSON UPSTAIARS BATHROOM AND 9X9 VINYL FLOOR TILE FROM 2115 HUDSON LIVING ROOM & 2ND FLOOR BEDROOM",6250,f,6/6/19,6/5/20,2,f,f,6/5/20,DEMOLITION,40.427713,-79.879768
PAA194339,VACANT BUSINESS COMPLEX,552  CARNOT RD,CORAOPOLIS,15108,850,17582,931,REMOVE EXTERIOR SILVER METALLIC ROOFING MATERIAL,1500,f,6/7/19,6/7/20,2,t,f,6/7/20,DEMOLITION,40.5161396,-80.2209065
PAA194340,VACANT BUISNESS COMPLEX,548 CARNOT RD,CORAOPOLIS,15108,200,17582,931,REMOVE WHITE 12X12 FLOOR TILE FROM SECOND FLOOR WINDOW CAULKING ON FIRST FLOOR LEFT SIDE OF THE BUILDING,200,f,6/7/19,6/7/20,2,t,f,6/7/20,DEMOLITION,40.5156733,-80.2205634
PAA194358,VACANT RESIDENCE,512  LARIMER AVE,PITTSBURGH,15206,1850,7509,921,BUILDING IS UNSAFE ALL MATERIALS BEING TREATED AS ACM,10000,f,7/8/19,6/11/20,2,f,f,6/11/20,DEMOLITION,40.4653529,-79.9140064
PAA194394,VACANT RESIDENCE,140 S 25TH ST,PITTSBURGH,15203,1250,19447,902,ASBESTOS CONTAINING DEBRIS ENTIER BUILDING,3312,f,6/13/19,7/19/19,2,f,f,7/19/19,DEMOLITION,40.4256449,-79.9710371
PAA194396,ALLEGHENY VALLEY BANK,3474  WILLIAM PENN HWY,PENN HILLS,15235,450,354,916,REMOVE FLOOR TILES IN BASEMENT,980,f,7/1/19,7/31/19,2,f,f,7/31/19,DEMOLITION,40.4294497,-79.808881
PAA194399,VACANT RESIDENCE,711  GEARING AVE,PITTSBURGH,15210,350,7299,951,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1500,f,6/26/19,8/2/19,2,f,f,8/2/19,DEMOLITION,40.4160896,-80.0046242
PAA194401,VACANT RESIDENCE,600  ROMINE AVE,MCKEESPORT,15132,350,1325,941,REMOVE KITCHEN FLOOR TILE AND BASEMENT FLOOR TILE & DUCT WRAP,310,t,6/28/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3492747,-79.8726681
PAA194402,VACANT RESIDENCE,602  ROMINE AVE,MCKEESPORT,15132,350,1319,941,REMOVE FLOOR TILE ON THIRD FLOOR,300,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.349227,-79.872724
